case,num_nodes,num_domains,seed,wan_mb_s,baseline,warmup_requests,target_requests,accepted,excluded,mean_ready_s,p95_ready_s,makespan_s,registry_mb,peer_mb,same_domain_peer_mb,cross_domain_peer_mb,p2p_offload_pct,peak_link_utilization,p95_link_utilization,wan_busy_time_s,evicted_mb,refused_cache_mb,algorithm_runtime_ms
cider_nodes20_domains4_req1000,20,4,1,100.0,metapipe_reactive_style,500,500,312,188,43.73744600167165,152.73382616668812,152.73382616668812,6138.0,17143.0,3693.0,13450.0,73.63515312916113,1.0,0.5000000000000001,64.52637384642208,18879.0,202.0,976.562075316906
cider_nodes20_domains4_req1000,20,4,1,100.0,ilrsa_style,500,500,312,188,117.22021227195286,227.57268096607595,236.61740392938788,23281.0,0.0,0.0,0.0,0.0,1.0,0.1047592109536231,235.2779039293875,23553.0,0.0,613.2865995168686
cider_nodes20_domains4_req1000,20,4,2,10.0,registry,500,500,307,193,764.3954882640503,2309.1949559458963,2552.9995000000067,25528.0,0.0,0.0,0.0,0.0,1.0,0.0110551719410892,2552.8000000000075,25068.0,0.0,671.8876734375954
cider_nodes20_domains4_req1000,20,4,2,10.0,dragonfly_style,500,500,307,193,100.7543630397352,418.12191284872347,516.0323489757455,5156.0,20372.0,10502.0,9870.0,79.80256972735819,1.0,0.293445,515.6000000000004,24122.0,0.0,758.1537663936615
cider_nodes20_domains4_req1000,20,4,2,10.0,peersync_style,500,500,307,193,83.9625167205779,324.42327874774986,369.229752718439,3621.0,21907.0,9610.0,12297.0,85.81557505484174,1.0,0.39192,362.09999999999974,25907.0,0.0,2537.1543765068054
cider_nodes20_domains4_req1000,20,4,2,10.0,metapipe_reactive_style,500,500,307,193,92.81817341393993,385.39044778003563,470.5030049369651,4659.0,20869.0,11144.0,9725.0,81.749451582576,1.0,0.320335,465.8999999999995,25203.0,0.0,904.4857621192932
cider_nodes20_domains4_req1000,20,4,2,10.0,ilrsa_style,500,500,307,193,1102.9238574350643,2531.1457279304122,2553.427000000004,25528.0,0.0,0.0,0.0,0.0,1.0,0.0110551719410892,2552.800000000006,27665.0,0.0,664.6774262189865
cider_nodes20_domains4_req1000,20,4,2,30.0,registry,500,500,307,193,254.78338153029716,769.6616226125603,851.1328333333354,25528.0,0.0,0.0,0.0,0.0,1.0,0.0331655158232676,850.9333333333354,25068.0,0.0,675.7425963878632
cider_nodes20_domains4_req1000,20,4,2,30.0,dragonfly_style,500,500,307,193,32.87464601393696,113.59818085961929,158.54143366660145,4634.0,20894.0,8611.0,12283.0,81.84738326543403,1.0,0.7635602981791751,154.46666666666664,24446.0,139.0,810.0040778517723
cider_nodes20_domains4_req1000,20,4,2,30.0,peersync_style,500,500,307,193,30.220243888391902,100.39660635293441,125.31337782299218,3492.0,22036.0,9355.0,12681.0,86.32090253838922,1.0,0.9999999999999999,116.40000000000012,26039.0,139.0,2524.104706943035
