layer_digest,size_mb,num_images,images
sha256:ed2d43d4b55b6af9ba1abb4bac3f4d7e734265534385020ac6fdc68d15a7b35d,4.0311,1,php:8.2-apache
sha256:d0290e85f14808bd1d178c63da7c545f386794efb7cace731eeb1f4569d897ce,112.3837,1,php:8.2-apache
sha256:c9b8b189dc69e8b310b20c03fe29559651a8385a876761146acd86d8243efded,11.7495,1,php:8.2-apache
sha256:71195e2a93213c80b7761387f95de5026fd54d942f262e2a3cf19225b1a7c669,0.0005,1,php:8.2-apache
sha256:606c3726da5b99d0bf84ec846cd79e0119382f3bc00232c91aac9717a4e79be0,0.0002,1,php:8.2-apache
sha256:05efc06ff0ceb10acea8626a2a4f813ec42ddf53c281ba15d8f4081d705956dd,0.0008,1,php:8.2-apache
sha256:c8742a8b511058f9fd95c4b4e21f4824ae2a9358dfe892c2253b82d5da034b2c,0.0002,1,php:8.2-apache
sha256:164cc709609546ffdebf4e2db20d758afeaa539185c0e2bde176fc323bbb5979,0.0002,1,php:8.2-apache
sha256:e8a8cf04a8127c47023761299c9c8b2ed6a66d9cb723edc26701853f2e81ca43,0.0004,1,php:8.2-apache
sha256:ac26cf47bd884a13913e22a7f555b8f11468f0a41888d80ba4b257d92712e472,0.0005,1,php:8.2-apache
sha256:c139571ff158f3d523a1da6499555b7ebac774b0f15e0b105251db50d236bff3,0.0002,1,php:8.2-apache
sha256:16ff3566921764b83bc1e11f41fa1e9bc25524dd81c9d8f443e1d9339053193d,0.0023,1,php:8.2-apache
sha256:4f28510ba76392285a4582a099d41704d5c3f643af7aedeb87719a876b1ec851,10.9252,1,php:8.2-apache
sha256:c5ba852281db3adf4c86484d6fc177d4a265433899c3cb670c8c08e490739e11,0.0002,1,php:8.2-fpm
sha256:6395d496f8123f7f642c8381834c67d833a4bb1679efe38da10fabdfe43deb85,11.1048,1,php:8.2-fpm
sha256:5f3b224e119a53e7e24a85d49824462c01556ff7306e25d878094d8c4d4f0d75,0.0002,1,php:8.2-fpm
sha256:582c605dede1ad404d69e38d47fdada3e4ccf1070f63b7162cc71f0050345417,0.0005,1,php:8.2-fpm
sha256:47fc9ef8b6f86536e5d3361c6e5df9f880e8018b44556162d7b5b109e23b8675,0.0002,1,php:8.2-fpm
sha256:74883c6e1d47b4935ee5e33dfb76c91870dbfa7d8a2784e700787293aff32079,0.0023,1,php:8.2-fpm
sha256:2a260ddb15db0c7b320114738237656e6a35abab10157b2137470f8e8379ab4d,0.0002,1,php:8.2-fpm
sha256:b18ec0ec27af208d46fb7338a1a2dd3243fd3fe1d416d116afae3bc8b5585f75,11.7314,1,php:8.2-fpm
sha256:00b9df6a0c6a9aba32bceec538961f955cc261410d3795e9b45578d5b78c8a75,0.0088,1,php:8.2-fpm
sha256:8b6a3b0b4c86b2356b305c4985bb5ad977f3a6c50ac6eebb0ce08451f633c216,112.3838,1,php:8.2-fpm
sha256:1ecbddc58afba44ec9b55fb51ec8bfdee5112cd31b39b564f5abb4567d094ffc,225.1441,1,ruby:3.2
sha256:34fd890546f4c2eb867d498dea562abe19245b7175dcd71a82f5972d1644f3c6,0.0002,1,ruby:3.2
sha256:96dc6ce924a153c61e057392abbc6e418601f14419550e22738d7162d4bb391d,0.0001,1,ruby:3.2
sha256:01529f49ba5e5c4f8e490529c742742b2b5886c9b328733ae0006036f3b57891,34.4555,1,ruby:3.2
sha256:5397da1d1537c4d725f3090c5688a582e14eeaf7743d75d9b38bad1649554987,64.6407,1,ruby:3.2
sha256:f33970743aee750df25f6c661132b7401c8fefe930e5f4803f4c8b6f567a6b55,24.4347,1,ruby:3.2
sha256:a7730063fcfe708b222d34c4f07d633dfe087a28c05c4daaab2fa9943854c155,47.0141,1,ruby:3.2
sha256:d7bc2b01d96400470872c637e558a4da32d776cfe867f0d0080f8dfb6565249c,0.0013,1,perl:5.38
sha256:4d921aab9f3ce12c2f7fd168a9ee668f2f013b3b3091a2ae5965f84339a02eaa,14.8368,1,perl:5.38
sha256:342ee9c7a2521a2313a7c48dccf86bac90680b5205d7618b0ba18fe7c99d6904,0.0001,1,perl:5.38
sha256:f5e903c8c7c1af72854e6234205792bce3f96b381dd88b1dece445b9012da9ba,171.6379,1,rust:1.76
sha256:3cb8f9c23302e175d87a827f0a1c376bd59b1f6949bd3bc24ab8da0d669cdfa0,22.9328,1,rust:1.76
sha256:71215d55680cf0ab2dcc0e1dd65ed76414e3fb0c294249b5b9319a8fa7c398e4,47.2567,1,rust:1.76
sha256:567db630df8d441ffe43e050ede26996c87e3b33c99f79d4fba0bf6b7ffa0213,201.3583,1,rust:1.76
sha256:5f899db30843f8330d5a40d1acb26bb00e93a9f21bff253f31c20562fa264767,61.169,1,rust:1.76
sha256:cb15ef77ffb54dd96d76bf6a36d8d6be648b636bc1223b10a2dfe4a2447ec93a,239.1409,1,rust:1.76-slim
sha256:d6c6c26dc98adb328702ec12d636d804ff7e2b2d446335af627fd27547a6671a,0.0006,1,prom/prometheus:v2.52.0
sha256:d247d9811eae527adc8bb9a67fa142bec285925b068fdab742e514423a604ddf,0.1333,1,prom/prometheus:v2.52.0
sha256:f6d077cd662943213974cc7449b3e347f3c6e7c29a4cf5e29cd228802244b159,48.0041,1,prom/prometheus:v2.52.0
sha256:1e12dd793eba8ddf174b1fb98ad51052a0aa18364f8045b6ecde30066ee1794e,0.0007,1,prom/prometheus:v2.52.0
sha256:9fa9226be034e47923c0457d916aa68474cdfb23af8d4525e9baeebc4760977a,0.7468,1,prom/prometheus:v2.52.0
sha256:60290e82ca2cd232fe19fd28a0e5f0fb13e0ab7d6831fc43c18a943702c449ee,0.0026,1,prom/prometheus:v2.52.0
sha256:78605ea207bea8ef0cffbfd8bbed84f597930622af37d5501d72cc9793ad01a1,0.0029,1,prom/prometheus:v2.52.0
sha256:c4426427fcc35808e967a563cbf8e5475bffac961497de19d81b3534f5ebcea8,0.0014,1,prom/prometheus:v2.52.0
sha256:f1fb904ca1b992fabfcfd2a447ae589375ee4563b5cfa73f0cfd3dfb4858df80,0.0001,1,prom/prometheus:v2.52.0
sha256:1b30b2d9318ade123baf61bbc5433d0036b110a0d9e0c5530bfc3dfb4f3283ce,52.8851,1,prom/prometheus:v2.52.0
sha256:869e11012e0e4e45bbb5aa7245d6e5838f556837ccc4b03e88357aa1b567d8b4,0.0038,1,prom/prometheus:v2.52.0
sha256:1617e25568b2231fdd0d5caff63b06f6f7738d8d961f031c80e47d35aaec9733,0.4586,1,prom/prometheus:v2.52.0
sha256:7c4b2fe60c879f0a138358872a61cb52fd4c1272b2b274fe6c5f7b2e5171badd,0.0005,1,logstash:8.13.0
sha256:25ae181287fff671ae54fb9644d4ab9d8f053dcd5dde47f590e88e832ff5dd94,1.8153,1,logstash:8.13.0
sha256:761d7f2e5e733faaaadab570d62797117cd08a85145995e9ab80916523640aa6,0.0007,1,logstash:8.13.0
sha256:f54cbf40c9b33af212c6629ce4d1add13525db7d1adec0bbed8f2fb3081f7b73,0.0013,1,logstash:8.13.0
sha256:d4c3c94e5e10ed15503bda7e145a3652ee935c0b2e9de9b5c98df7ec0a0cd925,26.2372,1,logstash:8.13.0
sha256:bb4c16a72c442cd1448f63004326bdd5bd7d0391bdc53faf1e24a0913cf60d87,45.6473,1,logstash:8.13.0
sha256:ac3c53bbdd54dae62a4d9c4464fbd2b8ca4a96e86001c9f54d0579c154f2faa3,0.0003,1,logstash:8.13.0
sha256:bee0544d560fc33251fea2696e4a22cc2d9fd91630d0961541b1764eb1d4ccfd,394.381,1,logstash:8.13.0
sha256:34fbc9259ccf1cf069f3f48f6655b404604220a990a6e0b6281dec31ee215e45,0.0017,1,logstash:8.13.0
sha256:da78bc1c409bac6df9fa17f8d877d2cd4df068c096863137a1f2b4dc3fdc12a7,0.0017,1,logstash:8.13.0
sha256:b00b5a276229f4f6880fd5ba4ad5d0cdce1a5e0b7793e20079d89b245e81b180,0.0004,1,logstash:8.13.0
sha256:5f4c49fbaf06099617ae0f56d51206dbea4f18bfe4149f760229e4a7086f1e40,0.0003,1,logstash:8.13.0
sha256:5bd71677db44bb63b94de61b6f1f95d5540b4ba2d6a8a6bc4d19f422b25e0c2b,22.7603,1,telegraf:1.30
sha256:6fa30e447aaf0f8ce726e9002d01619bf8e1b5a0d5d21b553c8295e00e7a2e0b,0.0017,1,telegraf:1.30
sha256:a722c6247548023ea6714fa49f397254bae6cfb600793478c5c09e06b3751422,18.0703,1,telegraf:1.30
sha256:fdf894e782a221820acf469d425b802be26aedb5e5d26ea80a650ff6a974d488,46.2505,1,telegraf:1.30
sha256:74cdc5aadbb5fdb82dc52bced521da5f9ad2cb6ee2c97b4033f59736b393fad6,0.0006,1,telegraf:1.30
sha256:fe1bee74c104df1b2215ee79657dc6e6ceb9d2d275dc5c8bf5a22cdc838b3a9c,59.8588,1,telegraf:1.30
