base_requests,target_requests,cache_scale,wan_mb_s,baseline,num_seeds,mean_ready_s_mean,mean_ready_s_ci95,p95_ready_s_mean,p95_ready_s_ci95,makespan_s_mean,makespan_s_ci95,registry_mb_mean,registry_mb_ci95,peer_mb_mean,peer_mb_ci95,p2p_offload_pct_mean,p2p_offload_pct_ci95,runtime_ms_mean,runtime_ms_ci95
200,100,0.5,100.0,peersync_style,20,72.91404858241401,2.3225199606897884,146.46761917507143,7.219232206167713,154.22886917507145,6.5396277198963375,13862.2,496.799941826361,3408.4,282.3928336824021,19.694232875925014,1.3701114357863862,169.6937382221222,10.665004715227361
200,100,0.5,100.0,registry,20,96.4142317436227,2.739479351923242,167.0274999999999,6.0591007495240214,173.9863333333333,5.8002134303904995,17270.6,607.4420595284685,0.0,0.0,0.0,0.0,86.21570393443108,5.68686065527076
200,100,1.0,10.0,dragonfly_style,20,422.4541380768555,23.606190000754836,673.9426464980161,36.29062850190794,737.6861429761909,33.915108057038765,7351.5,350.561156791091,8104.7,577.8626214037695,52.282813114167496,2.3148108750021335,98.69721420109272,4.133320942310555
200,100,1.0,10.0,ilrsa_style,20,1003.7861504007957,50.88932403253295,1543.0999999999992,58.254560245399176,1545.6199999999978,57.727793729888056,15456.2,577.2779372988798,0.0,0.0,0.0,0.0,161.5909691900015,8.436547697116579
200,100,1.0,10.0,metapipe_reactive_style,20,397.65428551053685,23.509020085926345,645.6736402147125,33.24859741382754,686.1974902852184,36.75098719949765,6791.15,371.48629865485844,8665.05,546.0383993036777,55.97083448663225,2.191906375119088,127.42178738117218,6.400002117939721
200,100,1.0,10.0,peersync_style,20,390.03987238895394,24.881382982011928,588.4212286086314,26.068953029419646,613.9522176132612,31.018561955478503,5979.5,375.4520876619244,9476.7,654.8064023971107,61.14207968420135,2.565007379654842,179.25523407757282,6.231994699674532
200,100,1.0,10.0,registry,20,791.6710827132906,33.44983589076599,1479.309999999998,54.85043925678879,1545.6199999999976,57.72779372988793,15456.2,577.2779372988798,0.0,0.0,0.0,0.0,79.70856465399265,3.091091005551992
200,100,1.0,30.0,dragonfly_style,20,148.088059239477,7.428646150548199,236.31390762102615,8.561732887065116,252.24137752550126,9.01478163928492,7279.25,341.2218070274114,8176.95,589.8061271042164,52.733447974714295,2.353094166873614,101.8289964646101,6.235926968311272
200,100,1.0,30.0,ilrsa_style,20,334.5953834669323,16.96310801084429,514.3666666666675,19.418186748466457,515.2066666666676,19.24259790996257,15456.2,577.2779372988798,0.0,0.0,0.0,0.0,161.68078035116196,8.453968931674583
200,100,1.0,30.0,metapipe_reactive_style,20,139.58649880247214,8.443196786736063,237.4634127694949,13.696004642153731,244.49518368822467,13.208636994258006,6643.0,363.8987714136128,8813.2,564.314091355852,56.91481459728902,2.189956456958767,128.78566943109035,6.479132234808708
